Id,Probability
691,0.05363804
692,0.6634611
693,0.03355212
694,0.04534138
695,0.03179543
696,0.016745536
697,0.003407935
698,0.03489109
699,0.48392218
700,0.017727148
701,0.007572076
702,0.5047427
703,0.27684385
704,0.43345565
705,0.023358611
706,0.04750248
707,0.022770958
708,0.011765218
709,0.014481778
710,0.008121209
711,0.14371814
712,0.3387102
713,0.012881015
714,0.02375346
715,0.0127634285
716,0.7702334
717,0.024136744
718,0.050235983
719,0.03179605
720,0.0033594253
721,0.007571915
722,0.01354744
723,0.14053869
724,0.023942398
725,0.405544
726,0.028604984
727,0.010518872
728,0.11205746
729,0.10499873
730,0.6285573
731,0.021349577
732,0.07283147
733,0.0052125216
734,0.013044337
735,0.108028494
736,0.032682646
737,0.15301755
738,0.27605805
739,0.023790905
740,0.0056515415
741,0.009047464
742,0.01971794
743,0.054379232
744,0.024688335
745,0.01941958
746,0.06001023
747,0.011623983
748,0.026614755
749,0.090496406
750,0.16762722
751,0.5611368
752,0.0060678893
753,0.009935481
754,0.005219653
755,0.017373873
756,0.009604439
757,0.042869177
758,0.012062738
759,0.0077625597
760,0.011124667
761,0.010881979
762,0.03431262
763,0.34566593
764,0.0066471994
765,0.05457057
766,0.12992142
767,0.005731858
768,0.093173005
769,0.02822535
770,0.17561306
771,0.027484566
772,0.28537717
773,0.14337844
774,0.016486505
775,0.069448315
776,0.008190741
777,0.16535963
778,0.0066597294
779,0.012231259
780,0.5073715
781,0.1075916
782,0.07369114
783,0.053568397
784,0.09474428
785,0.035187088
786,0.13072363
787,0.093025535
788,0.02150648
789,0.16223961
790,0.22626963
791,0.02128465
792,0.638789
793,0.08614811
794,0.010962069
795,0.453668
796,0.0064578825
797,0.14567171
798,0.018443476
799,0.6357769
800,0.020090329
801,0.046678945
802,0.010520009
803,0.05591181
804,0.011783805
805,0.23232327
806,0.03929226
807,0.0073492522
808,0.11612832
809,0.10926013
810,0.10301216
811,0.18402353
812,0.046216544
813,0.074771345
814,0.013986762
815,0.18038535
816,0.045665905
817,0.005139238
818,0.040292375
819,0.0056073847
820,0.07656485
821,0.019157661
822,0.35346803
823,0.0095358705
824,0.016861908
825,0.011124667
826,0.038069077
827,0.1002879
828,0.021290408
829,0.014073456
830,0.048612766
831,0.16904008
832,0.016711298
833,0.15369312
834,0.008529631
835,0.07342376
836,0.060538627
837,0.27479354
838,0.013876666
839,0.30000758
840,0.6329629
841,0.40657157
842,0.12340349
843,0.2427216
844,0.0718161
845,0.73015374
846,0.847549
847,0.011950637
848,0.02931314
849,0.1265204
850,0.016033841
851,0.067721605
852,0.027133122
853,0.25109085
854,0.012709293
855,0.003757175
856,0.04925982
857,0.030081514
858,0.051027052
859,0.0045776563
860,0.13566016
861,0.45714286
862,0.0060644625
863,0.006534821
864,0.03085868
865,0.018914342
866,0.009019768
867,0.005534716
868,0.10645382
869,0.11274483
870,0.005236737
871,0.012455934
872,0.041537527
873,0.017596144
874,0.0052895593
875,0.005777868
876,0.11194068
877,0.010203066
878,0.015199702
879,0.005066919
880,0.05966171
881,0.01833171
882,0.18516646
883,0.048307028
884,0.06607043
885,0.0030411934
886,0.05693085
887,0.07728355
888,0.5416085
889,0.061573565
890,0.06299273
891,0.011993081
892,0.0072445655
893,0.46155486
894,0.7855446
895,0.023151718
896,0.014932307
897,0.009287443
898,0.013847575
899,0.038220003
900,0.0058869035
901,0.050501466
902,0.030840682
903,0.010384683
904,0.017548153
905,0.008941132
906,0.018173704
907,0.11454594
908,0.1964155
909,0.1881332
910,0.03555657
911,0.023101082
912,0.060784634
913,0.0045001907
914,0.012688315
915,0.15517403
916,0.01534981
917,0.022779087
918,0.0076786065
919,0.018428052
920,0.025434364
921,0.076992534
922,0.25999963
923,0.18526381
924,0.018888297
925,0.009094435
926,0.08929535
927,0.22486754
928,0.017094273
929,0.15209647
930,0.31874734
931,0.40964428
932,0.012439327
933,0.021059597
934,0.028676448
935,0.016397402
936,0.0053100036
937,0.0123144025
938,0.0102298325
939,0.1628871
940,0.006382657
941,0.09862529
942,0.005097731
943,0.06632186
944,0.3024569
945,0.015787465
946,0.010492829
947,0.05235226
948,0.011298877
949,0.03529653
950,0.01142473
951,0.0039246688
952,0.1863819
953,0.10056957
954,0.0053588236
955,0.27496186
956,0.06709258
957,0.0094941575
958,0.026670957
959,0.03542776
960,0.0118649835
961,0.012094049
962,0.022110479
963,0.0055111763
964,0.0072147283
965,0.09556417
966,0.09835653
967,0.12715894
968,0.070608884
969,0.36538583
970,0.20965932
971,0.012440312
972,0.5088377
973,0.07349971
974,0.23748294
975,0.0086622825
976,0.014820978
977,0.10588841
978,0.0612641
979,0.20031828
980,0.7952303
981,0.0059583257
982,0.008575904
983,0.031571276
984,0.008896959
985,0.0361876
986,0.35558227
987,0.006489662
988,0.008786698
989,0.013919738
990,0.013690785
991,0.02632417
992,0.0055436855
993,0.0079840245
994,0.08955774
995,0.0046806075
996,0.63107467
997,0.007517341
998,0.016509445
999,0.012588837
1000,0.01319684
1001,0.005658883
1002,0.2258701
1003,0.020166546
1004,0.082082964
1005,0.12821071
1006,0.008346968
1007,0.14326301
1008,0.007353835
1009,0.02609528
1010,0.027096743
1011,0.028523577
1012,0.0122323185
1013,0.014102
1014,0.11115111
1015,0.01451515
1016,0.5836797
1017,0.00650566
1018,0.5738803
1019,0.029449895
1020,0.004993241
1021,0.028896198
1022,0.12601775
1023,0.080061294
1024,0.40735078
1025,0.049637318
1026,0.012665189
1027,0.014568155
1028,0.018858116
1029,0.0045496696
1030,0.009934744
1031,0.012927018
1032,0.087348655
1033,0.023346791
1034,0.032288287
1035,0.0049157813
1036,0.030471131
1037,0.010242795
1038,0.005144148
1039,0.010877032
1040,0.005647968
1041,0.1317004
1042,0.7281045
1043,0.008705074
1044,0.1732025
1045,0.012369719
1046,0.013107756
1047,0.0078028506
1048,0.024721285
1049,0.028407985
1050,0.008621407
1051,0.015488132
1052,0.054430872
1053,0.42299506
1054,0.006287339
1055,0.16484608
1056,0.0043528224
1057,0.006631682
1058,0.011882511
1059,0.12342853
1060,0.051144924
1061,0.09000399
1062,0.07847239
1063,0.035394967
1064,0.01816829
1065,0.3216644
1066,0.04028331
1067,0.04358496
1068,0.0045226556
1069,0.011976978
1070,0.012212819
1071,0.017270224
1072,0.12827976
1073,0.51404184
1074,0.01771288
1075,0.050210133
1076,0.29518783
1077,0.046645038
1078,0.010166615
1079,0.15331836
1080,0.0753908
1081,0.05741776
1082,0.1447361
1083,0.017301643
1084,0.07501154
1085,0.043862995
1086,0.0076155
1087,0.0249799
1088,0.28472418
1089,0.45463675
1090,0.026272818
1091,0.008664264
1092,0.026916392
1093,0.15322381
1094,0.014661878
1095,0.15980472
1096,0.16459784
1097,0.08208753
1098,0.1179589
1099,0.32992318
1100,0.07233395
1101,0.056534123
1102,0.049093578
1103,0.046258904
1104,0.0058312244
1105,0.11241229
1106,0.15630642
1107,0.015978483
1108,0.32654113
1109,0.25582775
1110,0.014202484
1111,0.07975984
1112,0.0074428855
1113,0.04843154
1114,0.066919796
1115,0.010589521
1116,0.03661656
1117,0.23787126
1118,0.29249722
1119,0.14492504
1120,0.018453075
1121,0.1532806
1122,0.024863286
1123,0.03146477
1124,0.308563
1125,0.024036052
1126,0.17874542
1127,0.011266839
1128,0.47126997
1129,0.02992646
1130,0.066686116
1131,0.022703798
1132,0.55810016
1133,0.041196857
1134,0.14987971
1135,0.28972283
1136,0.054217692
1137,0.006387119
1138,0.016787874
1139,0.020369139
1140,0.009135905
1141,0.015753191
1142,0.013625833
1143,0.22129175
1144,0.42273772
1145,0.035276208
1146,0.07549413
1147,0.2907527
1148,0.05885738
1149,0.1146559
1150,0.014561934
1151,0.030104311
1152,0.39527082
1153,0.006059394
1154,0.036188327
1155,0.34377998
1156,0.017882206
1157,0.5630108
1158,0.6608532
1159,0.14569107
1160,0.008569444
1161,0.34698534
1162,0.1369117
1163,0.11421381
1164,0.1518193
1165,0.103946745
1166,0.021327714
1167,0.29851583
1168,0.0144750355
1169,0.02841006
1170,0.017513553
1171,0.49693048
1172,0.014265451
1173,0.05832876
1174,0.030205697
1175,0.1234772
1176,0.55798477
1177,0.5670757
1178,0.4567468
1179,0.042571843
1180,0.19347247
1181,0.75424385
1182,0.03235079
1183,0.07894658
1184,0.3084416
1185,0.11101585
1186,0.2310696
1187,0.14050668
1188,0.7899198
1189,0.08129744
1190,0.01859485
1191,0.7013878
1192,0.0052360767
1193,0.78435665
1194,0.025917254
1195,0.27105835
1196,0.005858075
1197,0.0062930775
1198,0.010054494
1199,0.2629551
1200,0.22901091
1201,0.08329074
1202,0.006410979
1203,0.005046096
1204,0.004849244
1205,0.010847758
1206,0.011698802
1207,0.6904779
1208,0.22761904
1209,0.3276013
1210,0.044463877
1211,0.2836657
1212,0.072769344
1213,0.0040842104
1214,0.006899037
1215,0.79974985
1216,0.029438052
1217,0.22344671
1218,0.0053232224
1219,0.119083814
1220,0.015423393
1221,0.13813713
1222,0.08277873
1223,0.25626597
1224,0.0107605215
1225,0.18326867
1226,0.034363072
1227,0.01870341
1228,0.15681905
1229,0.4325764
1230,0.68225735
1231,0.044127695
1232,0.13263501
1233,0.048907083
1234,0.717693
1235,0.91473377
1236,0.0075646047
1237,0.117104635
1238,0.5162354
1239,0.15908514
1240,0.0822577
1241,0.0055783563
1242,0.044744335
1243,0.0076478496
1244,0.02734312
1245,0.04299454
1246,0.16180176
1247,0.02036206
1248,0.0064222976
1249,0.110805765
1250,0.00921387
1251,0.27535042
1252,0.10862117
1253,0.0106946
1254,0.14851874
1255,0.1484345
1256,0.23298775
1257,0.06106455
1258,0.0060411054
1259,0.009724668
1260,0.53849417
1261,0.052833978
1262,0.24586134
1263,0.40077904
1264,0.036100008
1265,0.004753059
1266,0.04711432
1267,0.086377785
1268,0.23080646
1269,0.03330117
1270,0.04933437
1271,0.0077785524
1272,0.15724313
1273,0.48469764
1274,0.33543158
1275,0.099576816
1276,0.8183051
1277,0.024102962
1278,0.5061724
1279,0.046037894
1280,0.008165716
1281,0.36277825
1282,0.010844089
1283,0.10616045
1284,0.073486604
1285,0.0073945746
1286,0.009806881
1287,0.03272251
1288,0.25561583
1289,0.04160536
1290,0.04950437
1291,0.020756643
1292,0.12027347
1293,0.10668046
1294,0.7383978
1295,0.06599819
1296,0.0057584336
1297,0.06380591
1298,0.008129817
1299,0.0048929476
1300,0.106244884
1301,0.01348217
1302,0.08547789
1303,0.2601925
1304,0.083378814
1305,0.0070130103
1306,0.0051903236
1307,0.14528131
1308,0.0066284947
1309,0.03284727
1310,0.12621291
1311,0.0054389886
1312,0.011757376
1313,0.3018811
1314,0.012044908
1315,0.13787863
1316,0.023071524
1317,0.60267824
1318,0.012377051
1319,0.009157396
1320,0.009280544
1321,0.0054914746
1322,0.018447002
1323,0.07043424
1324,0.110355675
1325,0.082847
1326,0.012990015
1327,0.041916378
1328,0.04287845
1329,0.14479415
1330,0.01630478
1331,0.106066436
1332,0.0065760757
1333,0.08613331
1334,0.025323067
1335,0.094495416
1336,0.30594233
1337,0.016944388
1338,0.03768855
1339,0.24008755
1340,0.05641447
1341,0.011579322
1342,0.022278856
1343,0.006856095
1344,0.07396298
1345,0.007609603
1346,0.00922197
1347,0.12555087
1348,0.16202806
1349,0.30725577
1350,0.0131691545
1351,0.04069485
1352,0.0456527
1353,0.0068500554
1354,0.06268996
1355,0.045724176
1356,0.016092196
1357,0.057983857
1358,0.0087323645
1359,0.02484837
1360,0.0065440927
1361,0.21469468
1362,0.011235499
1363,0.006318965
1364,0.099270046
1365,0.1333714
1366,0.011601134
1367,0.0081732115
1368,0.31800458
1369,0.70335764
1370,0.0093407
1371,0.15706207
1372,0.015093688
1373,0.043498967
1374,0.09279432
1375,0.22199054
1376,0.053220924
1377,0.597027
1378,0.035585105
1379,0.017269203
1380,0.0045081596
1381,0.12461851
1382,0.10352057
1383,0.06801158
1384,0.008582434
1385,0.008959471
1386,0.006488783
1387,0.105620675
1388,0.32750002
1389,0.19563764
1390,0.0619116
1391,0.01674746
1392,0.01828237
1393,0.061072614
1394,0.37110528
1395,0.07146257
1396,0.06616462
1397,0.08595718
1398,0.012884842
1399,0.18837123
1400,0.15608734
1401,0.03423232
1402,0.0088549685
1403,0.036636256
1404,0.0974953
1405,0.011921025
1406,0.008819729
1407,0.06688219
1408,0.08166671
1409,0.015865972
1410,0.013498949
1411,0.025330354
1412,0.012048426
1413,0.011324218
1414,0.032839052
1415,0.029223109
1416,0.101367876
1417,0.049899556
1418,0.008007962
1419,0.5768024
1420,0.024276115
1421,0.068768494
1422,0.10188315
1423,0.004679672
1424,0.07081691
1425,0.025535185
1426,0.008914572
1427,0.010918876
1428,0.03745189
1429,0.05403929
1430,0.015087821
1431,0.49549234
1432,0.008881608
1433,0.011763787
1434,0.0068801795
1435,0.037411667
1436,0.49466679
1437,0.053117484
1438,0.0059736697
1439,0.06689432
1440,0.42346367
1441,0.013036616
1442,0.048584588
1443,0.004371015
1444,0.040154036
1445,0.009208217
1446,0.48476398
1447,0.11009361
1448,0.01545855
1449,0.010054442
1450,0.0060018776
1451,0.14762273
1452,0.010520599
1453,0.009644631
1454,0.007252069
1455,0.097934194
1456,0.44356006
1457,0.049394406
1458,0.021096772
1459,0.014964276
1460,0.02978333
1461,0.037926245
1462,0.01847364
1463,0.16544087
1464,0.008027775
1465,0.00924637
1466,0.012027075
1467,0.06347948
1468,0.004795656
1469,0.15729293
1470,0.009876926
1471,0.17884691
1472,0.08411528
1473,0.050779585
1474,0.020715473
1475,0.55575264
1476,0.07939702
1477,0.038662635
1478,0.008736737
1479,0.28508392
1480,0.019030148
1481,0.009537176
1482,0.22846754
1483,0.0049196878
1484,0.025631499
1485,0.58729106
1486,0.49218765
1487,0.04975473
1488,0.03211125
1489,0.08736394
1490,0.014292645
1491,0.1262624
1492,0.13961649
1493,0.011513656
1494,0.035836663
1495,0.43750975
1496,0.037907865
1497,0.013310993
1498,0.16788067
1499,0.018762138
1500,0.027745033
1501,0.21562062
1502,0.06200941
1503,0.1127296
1504,0.20664495
1505,0.004879938
1506,0.12472262
1507,0.08595937
1508,0.052947078
1509,0.120531626
1510,0.05060226
1511,0.004723224
1512,0.06809031
1513,0.013598502
1514,0.034116957
1515,0.012738667
1516,0.007392989
1517,0.41121078
1518,0.2959739
1519,0.010994728
1520,0.06315768
1521,0.1728584
1522,0.1432251
1523,0.023377258
1524,0.005377894
1525,0.0527819
1526,0.42178392
1527,0.29695892
1528,0.059208613
1529,0.05760626
1530,0.034957312
1531,0.0098159285
1532,0.105902515
1533,0.12757552
1534,0.088326044
1535,0.02903044
1536,0.009365663
1537,0.2817705
1538,0.010821231
1539,0.0054875202
1540,0.008612824
1541,0.7439279
1542,0.0061862385
1543,0.070854485
1544,0.0774873
1545,0.009545279
1546,0.024588918
1547,0.106728844
1548,0.07573097
1549,0.074494
1550,0.00868645
1551,0.010178326
1552,0.0138571765
1553,0.116954505
1554,0.019873314
1555,0.6843476
1556,0.010369507
1557,0.005026353
1558,0.5907053
1559,0.12172625
1560,0.17167364
1561,0.025952348
1562,0.007190301
1563,0.13337767
1564,0.011414308
1565,0.047325354
1566,0.015724389
1567,0.0074404767
1568,0.006707665
1569,0.03244103
1570,0.7300402
1571,0.036503274
1572,0.030735169
1573,0.083177194
1574,0.007331435
1575,0.01747757
1576,0.0315727
1577,0.016395817
1578,0.0151362
1579,0.027963249
1580,0.013432652
1581,0.0073908796
1582,0.008524512
1583,0.005757669
1584,0.007055933
1585,0.012809746
1586,0.12582162
1587,0.15091275
1588,0.46333128
1589,0.0073065087
1590,0.0066819326
1591,0.027209586
1592,0.0065146307
1593,0.006824007
1594,0.54687554
1595,0.14342588
1596,0.010167617
1597,0.0087353205
1598,0.008066725
1599,0.029003358
1600,0.013525868
1601,0.010785895
1602,0.007174765
1603,0.11525198
1604,0.0396666
1605,0.009893738
1606,0.056446668
1607,0.04561844
1608,0.043830227
1609,0.020088851
1610,0.006477695
1611,0.060408063
1612,0.10015871
1613,0.026049783
1614,0.19557384
1615,0.0093137035
1616,0.8119442
1617,0.61861926
1618,0.024011254
1619,0.18324617
1620,0.87514585
1621,0.7168105
1622,0.089951314
1623,0.77801555
1624,0.08470995
1625,0.004822089
1626,0.008996641
1627,0.013559585
1628,0.012891952
1629,0.014635667
1630,0.009751439
1631,0.010960311
1632,0.5374864
1633,0.17987475
1634,0.021423146
1635,0.00878306
1636,0.090124056
1637,0.013224882
1638,0.00955535
1639,0.005811534
1640,0.16830799
1641,0.0078073326
1642,0.006016728
1643,0.013183222
1644,0.015895363
1645,0.011414308
1646,0.009236813
1647,0.3441615
1648,0.21101871
1649,0.056723226
1650,0.34800977
